iter	Passed	Remaining
257	1204	3463
258	1208	3457
259	1212	3450
260	1216	3443
261	1220	3437
262	1224	3430
263	1228	3423
264	1232	3417
265	1236	3410
266	1240	3404
267	1243	3397
268	1248	3392
269	1253	3388
270	1257	3382
271	1261	3376
272	1265	3369
273	1269	3363
274	1273	3357
275	1277	3350
276	1281	3345
277	1285	3339
278	1289	3333
279	1293	3327
280	1298	3322
281	1302	3315
282	1306	3310
283	1310	3304
284	1314	3298
285	1318	3292
286	1323	3286
287	1327	3282
288	1331	3276
289	1335	3270
290	1339	3264
291	1344	3258
292	1348	3253
293	1352	3247
294	1356	3241
295	1360	3236
296	1364	3229
297	1368	3223
298	1372	3218
299	1377	3213
300	1380	3206
301	1385	3201
302	1389	3196
303	1393	3190
304	1397	3184
305	1402	3180
306	1406	3176
307	1411	3170
308	1415	3165
309	1420	3160
310	1424	3156
311	1429	3152
312	1434	3147
313	1438	3142
314	1443	3138
315	1447	3134
316	1452	3129
317	1457	3125
318	1462	3121
319	1466	3116
320	1470	3111
321	1476	3108
322	1480	3102
323	1484	3096
324	1488	3090
325	1492	3085
326	1496	3079
327	1499	3073
328	1504	3068
329	1508	3063
330	1512	3057
331	1516	3051
332	1520	3046
333	1524	3040
334	1528	3034
335	1533	3029
336	1537	3025
337	1541	3019
338	1545	3014
339	1549	3008
340	1554	3003
341	1558	2997
342	1562	2992
343	1566	2987
344	1570	2982
345	1574	2976
346	1579	2971
347	1583	2966
348	1587	2960
349	1591	2955
350	1595	2950
351	1599	2944
352	1603	2939
353	1607	2934
354	1611	2928
355	1615	2922
356	1619	2917
357	1623	2911
358	1628	2907
359	1632	2902
360	1636	2896
361	1640	2891
362	1644	2886
363	1648	2880
364	1652	2875
365	1656	2869
366	1660	2864
367	1664	2859
368	1668	2853
369	1672	2848
370	1677	2843
371	1681	2837
372	1684	2832
373	1689	2827
374	1693	2822
375	1697	2816
376	1701	2811
377	1704	2805
378	1710	2802
379	1714	2797
380	1718	2792
381	1723	2787
382	1727	2782
383	1731	2777
384	1735	2772
385	1740	2767
386	1744	2763
387	1748	2758
388	1753	2753
389	1757	2749
390	1761	2743
391	1766	2739
392	1770	2734
393	1775	2730
394	1779	2724
395	1783	2720
396	1787	2715
397	1791	2710
398	1795	2704
399	1799	2699
400	1803	2694
401	1807	2689
402	1811	2683
403	1815	2678
404	1819	2673
405	1823	2668
406	1827	2662
407	1831	2657
408	1835	2652
409	1840	2648
410	1844	2642
411	1848	2638
412	1852	2632
413	1856	2627
414	1861	2623
415	1865	2618
416	1869	2613
417	1873	2608
418	1877	2603
419	1881	2598
420	1885	2593
421	1889	2587
422	1893	2583
423	1897	2578
424	1902	2573
425	1906	2568
426	1910	2563
427	1914	2558
428	1918	2552
429	1921	2547
430	1926	2542
431	1929	2537
432	1934	2532
433	1938	2528
434	1942	2523
435	1946	2518
436	1950	2512
437	1954	2508
438	1958	2503
439	1962	2498
440	1966	2493
441	1971	2488
442	1975	2483
443	1979	2478
444	1983	2473
445	1987	2468
446	1991	2463
447	1995	2458
448	1999	2453
449	2003	2448
450	2007	2443
451	2011	2438
452	2015	2433
453	2019	2428
454	2023	2423
455	2027	2418
456	2031	2414
457	2035	2409
458	2039	2404
459	2043	2399
460	2047	2394
461	2051	2389
462	2055	2384
463	2059	2379
464	2064	2375
465	2068	2370
466	2072	2365
467	2076	2360
468	2080	2355
469	2084	2350
470	2088	2346
471	2093	2341
472	2097	2336
473	2101	2331
474	2105	2326
475	2109	2321
476	2113	2317
477	2117	2312
478	2121	2307
479	2125	2302
480	2129	2297
481	2133	2292
482	2137	2288
483	2141	2283
484	2145	2278
485	2149	2273
486	2153	2268
487	2158	2264
488	2162	2259
489	2166	2255
490	2171	2250
491	2175	2245
492	2179	2241
493	2183	2236
494	2187	2231
495	2191	2226
496	2195	2222
497	2199	2217
498	2204	2212
499	2208	2208
500	2212	2203
501	2217	2199
502	2221	2194
503	2225	2190
504	2229	2185
505	2234	2181
506	2238	2176
507	2242	2172
508	2246	2167
509	2251	2162
510	2255	2158
511	2259	2153
512	2263	2148
513	2267	2143
514	2271	2139
515	2275	2134
516	2280	2130
517	2284	2125
518	2288	2120
519	2292	2116
520	2296	2111
521	2301	2107
522	2305	2102
523	2309	2097
524	2313	2092
525	2317	2088
526	2321	2083
527	2325	2078
528	2329	2073
529	2333	2069
530	2337	2064
531	2341	2059
532	2345	2055
533	2349	2050
534	2353	2045
535	2358	2041
536	2362	2036
537	2366	2032
538	2370	2027
539	2374	2023
540	2378	2018
541	2382	2013
542	2387	2009
543	2391	2004
544	2395	1999
545	2399	1994
546	2403	1990
547	2407	1985
548	2411	1980
549	2415	1976
550	2419	1971
551	2423	1966
552	2427	1961
553	2431	1957
554	2435	1953
555	2439	1948
556	2443	1943
557	2447	1939
558	2451	1934
559	2455	1929
560	2459	1925
561	2464	1920
562	2468	1915
563	2472	1911
564	2476	1906
565	2480	1902
566	2484	1897
567	2488	1893
568	2492	1888
569	2497	1883
570	2501	1879
571	2505	1874
572	2509	1870
573	2513	1865
574	2517	1860
575	2521	1856
576	2525	1851
577	2529	1847
578	2533	1842
579	2537	1837
580	2542	1833
581	2546	1828
582	2550	1824
583	2554	1819
584	2558	1814
585	2562	1810
586	2566	1805
587	2570	1801
588	2574	1796
589	2578	1792
590	2583	1787
591	2587	1783
592	2591	1778
593	2596	1774
594	2600	1769
595	2604	1765
596	2608	1761
597	2612	1756
598	2616	1751
599	2621	1747
600	2625	1742
601	2629	1738
602	2633	1733
603	2637	1729
604	2641	1724
605	2645	1720
606	2649	1715
607	2653	1711
608	2658	1706
609	2662	1702
610	2667	1698
611	2671	1693
612	2675	1689
613	2679	1684
614	2683	1680
615	2687	1675
616	2692	1671
617	2696	1666
618	2701	1662
619	2705	1658
620	2709	1653
621	2713	1649
622	2718	1644
623	2722	1640
624	2726	1636
625	2731	1631
626	2735	1627
627	2739	1622
628	2744	1618
629	2748	1614
630	2752	1609
631	2756	1604
632	2760	1600
633	2764	1596
634	2768	1591
635	2772	1586
636	2776	1582
637	2780	1577
638	2784	1573
639	2788	1568
640	2792	1564
641	2796	1559
642	2800	1555
643	2805	1550
644	2809	1546
645	2813	1541
646	2817	1537
647	2821	1532
648	2826	1528
649	2830	1523
650	2834	1519
651	2838	1515
652	2842	1510
653	2846	1506
654	2851	1501
655	2855	1497
656	2859	1492
657	2863	1488
658	2867	1483
659	2871	1479
660	2875	1474
661	2879	1469
662	2883	1465
663	2887	1461
664	2891	1456
665	2895	1452
666	2899	1447
667	2903	1443
668	2907	1438
669	2912	1434
670	2916	1429
671	2920	1425
672	2924	1420
673	2928	1416
674	2933	1412
675	2937	1407
676	2941	1403
677	2945	1398
678	2948	1394
679	2952	1389
680	2956	1385
681	2961	1380
682	2964	1376
683	2969	1371
684	2973	1367
685	2977	1362
686	2981	1358
687	2985	1353
688	2989	1349
689	2993	1345
690	2997	1340
691	3002	1336
692	3006	1331
693	3011	1327
694	3015	1323
695	3019	1319
696	3024	1314
697	3028	1310
698	3032	1305
699	3037	1301
700	3040	1297
701	3044	1292
702	3048	1288
703	3053	1283
704	3056	1279
705	3061	1274
706	3065	1270
707	3069	1266
708	3073	1261
709	3078	1257
710	3081	1252
711	3086	1248
712	3090	1243
713	3094	1239
714	3098	1235
715	3102	1230
716	3106	1226
717	3110	1221
718	3114	1217
719	3118	1212
720	3123	1208
721	3126	1203
722	3130	1199
723	3134	1195
724	3138	1190
725	3143	1186
726	3147	1181
727	3151	1177
728	3155	1172
729	3159	1168
730	3163	1164
731	3167	1159
732	3172	1155
733	3176	1151
734	3180	1146
735	3184	1142
736	3188	1137
737	3193	1133
738	3197	1129
739	3201	1124
740	3206	1120
741	3210	1116
742	3215	1112
743	3219	1107
744	3223	1103
745	3227	1099
746	3232	1094
747	3236	1090
748	3240	1085
749	3244	1081
750	3248	1077
751	3252	1072
752	3256	1068
753	3260	1063
754	3264	1059
755	3269	1055
756	3273	1050
757	3277	1046
758	3280	1041
759	3284	1037
760	3289	1032
761	3292	1028
762	3296	1024
763	3301	1019
764	3305	1015
765	3309	1011
766	3314	1006
767	3318	1002
768	3322	997
769	3326	993
770	3330	989
771	3334	984
772	3338	980
773	3342	975
774	3346	971
775	3350	967
776	3354	962
777	3358	958
778	3362	953
779	3366	949
780	3370	945
781	3374	940
782	3378	936
783	3382	931
784	3386	927
785	3390	923
786	3394	918
787	3398	914
788	3402	909
789	3406	905
790	3410	901
791	3414	896
792	3419	892
793	3423	888
794	3427	883
795	3431	879
796	3435	874
797	3439	870
798	3443	866
799	3447	861
800	3451	857
801	3455	853
802	3459	848
803	3463	844
804	3467	840
805	3472	835
806	3476	831
807	3480	826
808	3484	822
809	3488	818
810	3492	813
811	3496	809
812	3501	805
813	3505	800
814	3509	796
815	3513	792
816	3518	788
817	3522	783
818	3526	779
819	3530	774
820	3534	770
821	3538	766
822	3542	761
823	3547	757
824	3550	753
825	3555	748
826	3559	744
827	3563	740
828	3567	735
829	3571	731
830	3576	727
831	3581	723
832	3585	718
833	3589	714
834	3594	710
835	3598	705
836	3602	701
837	3606	697
838	3611	692
839	3615	688
840	3619	684
841	3623	680
842	3627	675
843	3632	671
844	3636	667
845	3640	662
846	3645	658
847	3649	654
848	3654	649
849	3658	645
850	3662	641
851	3667	637
852	3672	632
853	3676	628
854	3681	624
855	3685	620
856	3689	615
857	3694	611
858	3698	607
859	3702	602
860	3706	598
861	3710	594
862	3714	589
863	3719	585
864	3722	581
865	3726	576
866	3730	572
867	3735	568
868	3739	563
869	3743	559
870	3747	554
871	3751	550
872	3755	546
873	3759	542
874	3763	537
875	3768	533
876	3773	529
877	3778	525
878	3783	520
879	3789	516
880	3794	512
881	3800	508
882	3805	504
883	3810	500
884	3815	495
885	3820	491
886	3825	487
887	3829	483
888	3834	478
889	3838	474
890	3844	470
891	3848	466
892	3854	461
893	3859	457
894	3864	453
895	3869	449
896	3874	444
897	3879	440
898	3883	436
899	3888	432
900	3893	427
901	3898	423
902	3903	419
903	3907	414
904	3911	410
905	3916	406
906	3920	401
907	3924	397
908	3929	393
909	3934	389
910	3939	384
911	3943	380
912	3948	376
913	3952	371
914	3957	367
915	3961	363
916	3965	358
917	3970	354
918	3974	350
919	3979	346
920	3983	341
921	3988	337
922	3993	333
923	4000	329
924	4006	324
925	4013	320
926	4020	316
927	4026	312
928	4032	308
929	4037	303
930	4043	299
931	4049	295
932	4055	291
933	4062	287
934	4067	282
935	4075	278
936	4082	274
937	4091	270
938	4097	266
939	4102	261
940	4107	257
941	4113	253
942	4118	248
943	4123	244
944	4129	240
945	4134	235
946	4139	231
947	4144	227
948	4150	223
949	4155	218
950	4162	214
951	4168	210
952	4173	205
953	4179	201
954	4184	197
955	4189	192
956	4196	188
957	4201	184
958	4206	179
959	4211	175
960	4216	171
961	4222	166
962	4227	162
963	4234	158
964	4238	153
965	4243	149
966	4248	144
967	4253	140
968	4258	136
969	4263	131
970	4268	127
971	4273	123
972	4279	118
973	4283	114
974	4287	109
975	4294	105
976	4302	101
977	4310	96
978	4314	92
979	4320	88
980	4326	83
981	4331	79
982	4341	75
983	4347	70
984	4351	66
985	4356	61
986	4360	57
987	4364	53
988	4367	48
989	4372	44
990	4376	39
991	4380	35
992	4385	30
993	4389	26
994	4393	22
995	4397	17
996	4402	13
997	4406	8
998	4410	4
999	4415	0
