iter	Passed	Remaining
754	2093	679
755	2096	676
756	2100	674
757	2103	671
758	2106	668
759	2109	666
760	2112	663
761	2115	660
762	2118	658
763	2121	655
764	2124	652
765	2127	649
766	2130	647
767	2133	644
768	2136	641
769	2139	638
770	2142	636
771	2144	633
772	2148	630
773	2151	628
774	2154	625
775	2156	622
776	2159	619
777	2162	616
778	2165	614
779	2168	611
780	2171	608
781	2173	605
782	2176	603
783	2179	600
784	2182	597
785	2185	595
786	2187	592
787	2190	589
788	2192	586
789	2195	583
790	2198	580
791	2201	578
792	2203	575
793	2206	572
794	2208	569
795	2211	566
796	2214	564
797	2217	561
798	2219	558
799	2221	555
800	2224	552
801	2226	549
802	2229	546
803	2232	544
804	2234	541
805	2236	538
806	2239	535
807	2241	532
808	2244	529
809	2247	527
810	2249	524
811	2251	521
812	2254	518
813	2256	515
814	2259	512
815	2262	510
816	2264	507
817	2267	504
818	2269	501
819	2271	498
820	2273	495
821	2277	493
822	2279	490
823	2282	487
824	2284	484
825	2286	481
826	2288	478
827	2291	475
828	2294	473
829	2296	470
830	2299	467
831	2301	464
832	2304	461
833	2306	459
834	2310	456
835	2312	453
836	2314	450
837	2317	447
838	2320	445
839	2322	442
840	2326	439
841	2328	436
842	2330	434
843	2333	431
844	2335	428
845	2338	425
846	2342	423
847	2344	420
848	2346	417
849	2349	414
850	2351	411
851	2354	408
852	2357	406
853	2360	403
854	2362	400
855	2365	397
856	2368	395
857	2370	392
858	2374	389
859	2376	386
860	2378	384
861	2381	381
862	2383	378
863	2386	375
864	2389	372
865	2392	370
866	2394	367
867	2396	364
868	2399	361
869	2402	358
870	2405	356
871	2408	353
872	2410	350
873	2413	347
874	2415	345
875	2417	342
876	2421	339
877	2423	336
878	2426	334
879	2429	331
880	2432	328
881	2435	325
882	2439	323
883	2441	320
884	2444	317
885	2447	314
886	2449	312
887	2453	309
888	2456	306
889	2459	303
890	2461	301
891	2464	298
892	2467	295
893	2469	292
894	2473	290
895	2475	287
896	2478	284
897	2480	281
898	2483	279
899	2486	276
900	2489	273
901	2492	270
902	2494	267
903	2497	265
904	2500	262
905	2503	259
906	2506	257
907	2508	254
908	2511	251
909	2514	248
910	2517	245
911	2520	243
912	2522	240
913	2524	237
914	2526	234
915	2529	231
916	2531	229
917	2535	226
918	2537	223
919	2539	220
920	2541	218
921	2544	215
922	2547	212
923	2550	209
924	2553	207
925	2555	204
926	2557	201
927	2559	198
928	2563	195
929	2566	193
930	2569	190
931	2572	187
932	2576	184
933	2581	182
934	2584	179
935	2587	176
936	2591	174
937	2594	171
938	2597	168
939	2601	166
940	2604	163
941	2606	160
942	2609	157
943	2613	155
944	2616	152
945	2618	149
946	2621	146
947	2623	143
948	2626	141
949	2629	138
950	2632	135
951	2634	132
952	2637	130
953	2639	127
954	2642	124
955	2645	121
956	2648	119
957	2650	116
958	2653	113
959	2655	110
960	2658	107
961	2660	105
962	2663	102
963	2665	99
964	2667	96
965	2671	94
966	2674	91
967	2677	88
968	2679	85
969	2682	82
970	2684	80
971	2686	77
972	2689	74
973	2692	71
974	2695	69
975	2697	66
976	2699	63
977	2701	60
978	2703	58
979	2707	55
980	2709	52
981	2712	49
982	2714	46
983	2717	44
984	2720	41
985	2723	38
986	2726	35
987	2729	33
988	2732	30
989	2735	27
990	2738	24
991	2741	22
992	2743	19
993	2746	16
994	2748	13
995	2750	11
996	2753	8
997	2756	5
998	2759	2
999	2761	0
