iter	RMSE
346	4077.521006
347	4074.665381
348	4073.794984
349	4072.369388
350	4070.02198
351	4069.252889
352	4068.33697
353	4065.333411
354	4064.107842
355	4063.588908
356	4061.856418
357	4060.467847
358	4058.042586
359	4057.011796
360	4054.663101
361	4052.959716
362	4051.713424
363	4049.955954
364	4048.823658
365	4045.931616
366	4045.410754
367	4044.024641
368	4043.10865
369	4042.635444
370	4040.108635
371	4038.821822
372	4038.196488
373	4036.540594
374	4033.148744
375	4032.017588
376	4031.331326
377	4029.178486
378	4026.446877
379	4023.774193
380	4023.144182
381	4022.130325
382	4019.243998
383	4018.100402
384	4017.562288
385	4014.687903
386	4012.464163
387	4009.92729
388	4007.670885
389	4007.036473
390	4006.816848
391	4004.301228
392	4003.233536
393	4001.466014
394	3998.753159
395	3997.499816
396	3995.794386
397	3993.264664
398	3991.551125
399	3989.415181
400	3986.628348
401	3985.796588
402	3983.036502
403	3982.576712
404	3981.370829
405	3979.40585
406	3978.703795
407	3976.8868
408	3973.082437
409	3970.987946
410	3968.586752
411	3966.995694
412	3964.206966
413	3962.107023
414	3960.925237
415	3958.737262
416	3955.769175
417	3953.80313
418	3951.890445
419	3950.871336
420	3950.224624
421	3948.627509
422	3946.188859
423	3943.537682
424	3942.213702
425	3941.039027
426	3939.448352
427	3936.533527
428	3935.780754
429	3934.304107
430	3933.110895
431	3931.942731
432	3930.052143
433	3926.541059
434	3925.847029
435	3923.746944
436	3922.297864
437	3921.28712
438	3919.640228
439	3918.714291
440	3917.039812
441	3916.495112
442	3915.247169
443	3913.168806
444	3911.628486
445	3909.229501
446	3907.50646
447	3906.284884
448	3906.112953
449	3903.766896
450	3901.480486
451	3901.284029
452	3899.388512
453	3897.930872
454	3895.836817
455	3894.516758
456	3892.436875
457	3890.247924
458	3888.128102
459	3887.838382
460	3886.86838
461	3884.995079
462	3884.007547
463	3881.413629
464	3878.896803
465	3877.086418
466	3875.053064
467	3874.014379
468	3873.057973
469	3871.694165
470	3869.271711
471	3868.361552
472	3868.294107
473	3866.558562
474	3865.09986
475	3864.600245
476	3862.646443
477	3860.588404
478	3859.791731
479	3859.250997
480	3856.847631
481	3855.401135
482	3855.203703
483	3853.009583
484	3850.451206
485	3848.679187
486	3847.990705
487	3845.899156
488	3843.754923
489	3842.674033
490	3841.520113
491	3839.9697
492	3838.463162
493	3837.198952
494	3835.534821
495	3834.153642
496	3833.424611
497	3831.63619
498	3830.001609
499	3828.312818
500	3827.183386
501	3826.069874
502	3823.589746
503	3821.70057
504	3819.685234
505	3819.325715
506	3819.214872
507	3818.13991
508	3816.852293
509	3814.859567
510	3813.447015
511	3811.848348
512	3810.58619
513	3809.432328
514	3807.801563
515	3807.327593
516	3805.571403
517	3804.385786
518	3801.940204
519	3800.593592
520	3799.351625
521	3798.646698
522	3798.1462
523	3797.123223
524	3796.39411
525	3794.482249
526	3792.299552
527	3791.697589
528	3789.75086
529	3788.440743
530	3787.996579
531	3786.5304
532	3784.726472
533	3783.62952
534	3780.571597
535	3780.123677
536	3778.38743
537	3776.544651
538	3774.11334
539	3772.252993
540	3771.231179
541	3768.704411
542	3766.587541
543	3764.722776
544	3762.99559
545	3762.405519
546	3761.070818
547	3758.238505
548	3757.682433
549	3755.950634
550	3754.926189
551	3753.337768
552	3751.7574
553	3750.117713
554	3749.817833
555	3748.160635
556	3746.619927
557	3746.100151
558	3744.055581
559	3742.217282
560	3741.600405
561	3741.575837
562	3741.038977
563	3739.488314
564	3738.07566
565	3735.51036
566	3734.487065
567	3733.254915
568	3731.16476
569	3730.340374
570	3728.31753
571	3727.633361
572	3726.454187
573	3724.021051
574	3722.4382
575	3720.868396
576	3720.02475
577	3719.453861
578	3717.584364
579	3715.686334
580	3714.35007
581	3712.785399
582	3710.126788
583	3708.280203
584	3706.269738
585	3704.843562
586	3704.025751
587	3702.701951
588	3702.314055
589	3700.814792
590	3698.633118
591	3697.30554
592	3695.743902
593	3694.524035
594	3692.168744
595	3690.905895
596	3689.244831
597	3688.28538
598	3687.433639
599	3685.12756
600	3683.112559
601	3682.548929
602	3680.625119
603	3680.192927
604	3678.968017
605	3677.318459
606	3677.249967
607	3676.417391
608	3675.774883
609	3675.057656
610	3673.449977
611	3673.009898
612	3672.987601
613	3671.904898
614	3671.505544
615	3669.615288
616	3667.920135
617	3666.509704
618	3664.48342
619	3663.334177
620	3662.270874
621	3662.094684
622	3660.681721
623	3659.839822
624	3658.960797
625	3658.798095
626	3657.265326
627	3655.856663
628	3655.440124
629	3654.261341
630	3653.026334
631	3652.835838
632	3651.213168
633	3649.873567
634	3649.0716
635	3647.117852
636	3645.302649
637	3645.271138
638	3643.491516
639	3642.594426
640	3641.738601
641	3640.147054
642	3640.127697
643	3639.141736
644	3638.952936
645	3636.716089
646	3636.371525
647	3635.097832
648	3634.413029
649	3632.70289
650	3631.564373
651	3629.384857
652	3628.230952
653	3627.352774
654	3625.783027
655	3624.803013
656	3624.325703
657	3622.687851
658	3622.664276
659	3621.833495
660	3619.867205
661	3618.265514
662	3616.84025
663	3616.150124
664	3614.982102
665	3613.231637
666	3612.02022
667	3610.310487
668	3609.982711
669	3608.95582
670	3607.884572
671	3606.858975
672	3606.342461
673	3605.889352
674	3604.588465
675	3603.507961
676	3602.134705
677	3601.166865
678	3599.461856
679	3598.474341
680	3597.493095
681	3596.626454
682	3595.558751
683	3595.42369
684	3593.690748
685	3592.183806
686	3592.159035
687	3591.777627
688	3591.024734
689	3590.154929
690	3588.860206
691	3588.274698
692	3588.24041
693	3588.148306
694	3587.305929
695	3585.612786
696	3585.586403
697	3584.620122
698	3583.622832
699	3583.579845
700	3583.424647
701	3581.704793
702	3579.924185
703	3579.03916
704	3577.941436
705	3577.122998
706	3577.100292
707	3575.915417
708	3574.878701
709	3574.276853
710	3573.114443
711	3570.594302
712	3569.752549
713	3568.37863
714	3566.8555
715	3565.238637
716	3564.356529
717	3563.771334
718	3563.083455
719	3562.089739
720	3561.648171
721	3559.704885
722	3559.328372
723	3559.310469
724	3559.147114
725	3558.436453
726	3556.71245
727	3555.687462
728	3555.642679
729	3552.91825
730	3551.665165
731	3550.451604
732	3549.301672
733	3548.149932
734	3548.124417
735	3548.102734
736	3547.617188
737	3546.36348
738	3545.638835
739	3544.150351
740	3543.100889
741	3542.39276
742	3541.658177
743	3540.553861
744	3539.979244
745	3538.184359
746	3537.342395
747	3535.723241
748	3535.075551
749	3534.095294
750	3532.492461
751	3531.063127
752	3529.419235
753	3528.04609
754	3527.990947
755	3526.901991
756	3525.167181
757	3524.35659
758	3523.638683
759	3523.623264
760	3522.859722
761	3521.812598
762	3521.447949
763	3520.964602
764	3520.024849
765	3519.116165
766	3518.147462
767	3517.463329
768	3517.442478
769	3516.38079
770	3515.089472
771	3514.081486
772	3512.666504
773	3511.080995
774	3509.872926
775	3509.436138
776	3509.421642
777	3509.40463
778	3507.850566
779	3506.975582
780	3505.968659
781	3505.2776
782	3504.307435
783	3503.934457
784	3502.79885
785	3501.595939
786	3500.882465
787	3498.765916
788	3498.371399
789	3498.124035
790	3495.657873
791	3494.75579
792	3493.200853
793	3492.351044
794	3491.337684
795	3491.013873
796	3489.984527
797	3488.187828
798	3487.200271
799	3485.656842
800	3484.601666
801	3482.987325
802	3482.974424
803	3481.419141
804	3479.773534
805	3478.38959
806	3477.920816
807	3477.652078
808	3476.061212
809	3475.435436
810	3473.972737
811	3473.960321
812	3472.832119
813	3471.899972
814	3470.863412
815	3470.451459
816	3468.651865
817	3468.011434
818	3467.067755
819	3466.41437
820	3466.3914
821	3465.306118
822	3464.661615
823	3463.81758
824	3463.805637
825	3463.503701
826	3462.901673
827	3462.801397
828	3462.177788
829	3461.605264
830	3460.098682
831	3459.272802
832	3459.258639
833	3458.830602
834	3457.521267
835	3455.24187
836	3454.339141
837	3453.983508
838	3452.772016
839	3451.284961
840	3450.795147
841	3450.781161
842	3448.871243
843	3446.476758
844	3445.159992
845	3442.994461
846	3442.097235
847	3442.086557
848	3441.415391
849	3441.405193
850	3440.281175
851	3439.44961
852	3437.833217
853	3436.925431
854	3436.263982
855	3435.058496
856	3433.657128
857	3432.947364
858	3432.228554
859	3432.218555
860	3431.329686
861	3430.275507
862	3429.228346
863	3428.07238
864	3427.3198
865	3426.746431
866	3426.398522
867	3426.388925
868	3425.055503
869	3424.828323
870	3424.57484
871	3423.804386
872	3423.213668
873	3422.612649
874	3422.227025
875	3421.898839
876	3420.571184
877	3419.289061
878	3417.856787
879	3416.486706
880	3416.439033
881	3414.692203
882	3413.843703
883	3412.418605
884	3411.726348
885	3411.342213
886	3410.418548
887	3409.17028
888	3408.503974
889	3407.568505
890	3406.156351
891	3405.379678
892	3405.117219
893	3405.102668
894	3404.444796
895	3403.804234
896	3403.362066
897	3401.401246
898	3400.903405
899	3399.213587
900	3398.834567
901	3397.0857
902	3396.052836
903	3395.767563
904	3394.668817
905	3393.017853
906	3392.370692
907	3392.361909
908	3391.138321
909	3390.433957
910	3388.564788
911	3387.542899
912	3386.240807
913	3385.99717
914	3385.414499
915	3384.812257
916	3384.163502
917	3382.933549
918	3381.8583
919	3381.393799
920	3380.349711
921	3379.043547
922	3377.637996
923	3376.223012
924	3374.885937
925	3373.653888
926	3372.376543
927	3371.204655
928	3370.576102
929	3369.422435
930	3368.517829
931	3368.127144
932	3367.369624
933	3367.358672
934	3366.788302
935	3365.478461
936	3364.722586
937	3363.509203
938	3362.54369
939	3362.047235
940	3360.845167
941	3360.526566
942	3360.402706
943	3359.445862
944	3358.559844
945	3357.910944
946	3356.687144
947	3355.643167
948	3354.334024
949	3354.049837
950	3353.42495
951	3352.18651
952	3350.659446
953	3349.762782
954	3349.266525
955	3348.596814
956	3347.59464
957	3347.358327
958	3347.100344
959	3346.19739
960	3345.320918
961	3344.616903
962	3343.924567
963	3343.153041
964	3342.307831
965	3341.066676
966	3339.503466
967	3339.000843
968	3338.538555
969	3338.06834
970	3336.936524
971	3335.982573
972	3334.500699
973	3334.088517
974	3332.855044
975	3331.656922
976	3331.645766
977	3331.085971
978	3331.07864
979	3329.567196
980	3329.180426
981	3328.568921
982	3327.949142
983	3326.008334
984	3325.490202
985	3324.725156
986	3323.798034
987	3323.428818
988	3322.463914
989	3322.213331
990	3321.724684
991	3320.410455
992	3319.329401
993	3318.195607
994	3315.294245
995	3314.587168
996	3313.638561
997	3312.462694
998	3311.784719
999	3311.052648
